X,seed_kras,seed_nras,seed_hras,uniprotswissprot
LIPM,2.25623229736992,2.08926772163475,-1.46999099502602,Q5VYY2
FAM217B,-2.25483147406418,-2.08904413460047,1.46995850441238,Q9NTX9
B3GNT3,2.25273956490008,2.08693008063674,-1.46906744139397,Q9Y2A9
FREY1,-2.24590197954287,2.0829585892028,1.4644941395303,C9JXX5
TSPAN15,2.24028386027313,2.0787008220583,-1.46363525249368,O95858
TPBG,2.23987743785655,2.07865109706958,1.46235740329808,Q13641
GALC,2.23982643968125,2.07752996518851,1.46203224545319,P54803
PTPRZ1,-2.23795319126882,2.07666827515347,1.46107390052409,P23471
ARF1,2.23603117486267,2.07666741763633,1.46100589017716,P84077
NOB1,2.23595493765726,2.07603522311401,-1.46021337576204,Q9ULX3
TCF7L2,2.23580232755553,-2.07419501019661,1.46011147318819,Q9NQB0
PSMD11,-2.23455487759997,2.07266821025794,-1.45947503996451,O00231
COL11A1,2.23350033118211,-2.071655483442,1.45878219234973,P12107
CLPB,-2.23207557352657,-2.06991926059223,1.45747695220559,Q9H078
ARPC1B,2.23181890223528,2.06974652966229,1.45745233477154,O15143
PEX3,-2.23168896920759,2.06883128151426,1.45547023312116,P56589
MCM8,-2.23146514931915,-2.0672109982673,1.4554567151451001,Q9UJA3
SPDYE6,-2.23093871623894,2.06574679497762,-1.45416748358334,P0CI01
GABRA3,-2.22757687728283,2.06412987596772,-1.45201830754857,P34903
CHST4,2.22130200534589,2.06259029480138,1.44932643625013,Q8NCG5
LXN,2.21959886159129,2.06165552295664,1.44790571135692,Q9BS40
CSTPP1,2.21955513821414,-2.06121494834637,-1.44761947124966,Q9H6J7
TNK1,2.21895117835766,-2.05977206193943,-1.44695823550697,Q13470
