Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5655302,"Signaling by FGFR1 in disease",1,41,0.003385352159194121,0.35868434467143673,0.35868434467143673,12,35,0.002260835863316323,9606,Homo sapiens,"O94905","O94905","R-HSA-1839100;R-HSA-1839098;R-HSA-5655326;R-HSA-5655263;R-HSA-8853325;R-HSA-1839094;R-HSA-5655290;R-HSA-8853322;R-HSA-5655269;R-HSA-5655266;R-HSA-5655278;R-HSA-5655240"
R-HSA-8875878,"MET promotes cell motility",1,41,0.003385352159194121,0.35868434467143673,0.35868434467143673,1,12,7.751437245655965E-4,9606,Homo sapiens,"P61224","P61224","R-HSA-8875568"
R-HSA-72306,"tRNA processing",2,117,0.009660639088432003,0.3613809998481674,0.3613809998481674,1,57,0.0036819326916865836,9606,Homo sapiens,"P57740;Q5SRE5","P57740;Q5SRE5","R-HSA-6783483"
R-HSA-196854,"Metabolism of vitamins and cofactors",3,199,0.016431343406820245,0.3648612153024565,0.3648612153024565,6,192,0.012402299593049544,9606,Homo sapiens,"Q9BQB6;O75487;P07477","Q9BQB6;O75487;P07477","R-HSA-2404131;R-HSA-159790;R-HSA-2423785;R-HSA-9026967;R-HSA-3132753;R-HSA-2429643"
R-HSA-157118,"Signaling by NOTCH",3,199,0.016431343406820245,0.3648612153024565,0.3648612153024565,5,160,0.01033524966087462,9606,Homo sapiens,"P04637;P16615;P63104","P04637;P16615;P63104","R-HSA-9604387;R-HSA-9604308;R-HSA-4395236;R-HSA-1912374;R-HSA-1912406"
R-HSA-9696273,"RND1 GTPase cycle",1,42,0.0034679217240525142,0.3656074209467034,0.3656074209467034,1,2,1.2919062076093276E-4,9606,Homo sapiens,"Q15058","Q15058","R-HSA-9696271"
R-HSA-9035034,"RHOF GTPase cycle",1,42,0.0034679217240525142,0.3656074209467034,0.3656074209467034,1,3,1.9378593114139912E-4,9606,Homo sapiens,"P47756","P47756","R-HSA-9693125"
R-HSA-9711123,"Cellular response to chemical stress",3,200,0.01651391297167864,0.36779741071089034,0.36779741071089034,7,166,0.010722821523157419,9606,Homo sapiens,"P02768;P00403;P69905","P02768;P00403;P69905","R-HSA-9709317;R-HSA-9707504;R-HSA-9709360;R-HSA-9709406;R-HSA-9661432;R-HSA-163214;R-HSA-9709883"
R-HSA-73886,"Chromosome Maintenance",2,119,0.009825778218148791,0.36912975196695175,0.36912975196695175,2,38,0.0024546217944577224,9606,Homo sapiens,"O00743;Q5H9R7","O00743;Q5H9R7","R-HSA-163096;R-HSA-9686524"
R-HSA-9696270,"RND2 GTPase cycle",1,43,0.0035504912889109076,0.37245632619879376,0.37245632619879376,1,2,1.2919062076093276E-4,9606,Homo sapiens,"Q15058","Q15058","R-HSA-9696266"
R-HSA-991365,"Activation of GABAB receptors",1,43,0.0035504912889109076,0.37245632619879376,0.37245632619879376,3,8,5.16762483043731E-4,9606,Homo sapiens,"P62879","P62879","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-381676,"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",1,43,0.0035504912889109076,0.37245632619879376,0.37245632619879376,4,12,7.751437245655965E-4,9606,Homo sapiens,"P62879","P62879","R-HSA-422320;R-HSA-381612;R-HSA-9728664;R-HSA-381706"
R-HSA-977444,"GABA B receptor activation",1,43,0.0035504912889109076,0.37245632619879376,0.37245632619879376,3,9,5.813577934241974E-4,9606,Homo sapiens,"P62879","P62879","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-72613,"Eukaryotic Translation Initiation",2,120,0.009908347783007183,0.3729906101791858,0.3729906101791858,6,21,0.001356501517989794,9606,Homo sapiens,"P30050;Q9NR50","P30050;Q9NR50","R-HSA-72673;R-HSA-72672;R-HSA-72722;R-HSA-156826;R-HSA-72671;R-HSA-72670"
R-HSA-72737,"Cap-dependent Translation Initiation",2,120,0.009908347783007183,0.3729906101791858,0.3729906101791858,5,18,0.001162715586848395,9606,Homo sapiens,"P30050;Q9NR50","P30050;Q9NR50","R-HSA-72673;R-HSA-72672;R-HSA-72722;R-HSA-72671;R-HSA-72670"
R-HSA-373760,"L1CAM interactions",2,121,0.009990917347865577,0.3768421185992059,0.3768421185992059,2,54,0.0034881467605451843,9606,Homo sapiens,"P68371;Q9BQE3","P68371;Q9BQE3","R-HSA-445077;R-HSA-445071"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",1,44,0.0036330608537693005,0.3792318490183272,0.3792318490183272,52,67,0.004327885795491248,9606,Homo sapiens,"P04637","P04637","R-HSA-6799462;R-HSA-4331331;R-HSA-139913;R-HSA-4331340;R-HSA-6791285;R-HSA-6800253;R-HSA-6791291;R-HSA-6800250;R-HSA-6799815;R-HSA-6797766;R-HSA-6800836;R-HSA-6797763;R-HSA-6801089;R-HSA-6801355;R-HSA-140214;R-HSA-6799441;R-HSA-3700984;R-HSA-6801184;R-HSA-6798126;R-HSA-6800044;R-HSA-3700981;R-HSA-6800042;R-HSA-6797993;R-HSA-6791349;R-HSA-6791348;R-HSA-6798004;R-HSA-5633414;R-HSA-6798129;R-HSA-6800816;R-HSA-6801087;R-HSA-5633295;R-HSA-6801213;R-HSA-6798139;R-HSA-6798138;R-HSA-6799418;R-HSA-6801209;R-HSA-6799416;R-HSA-6801415;R-HSA-6791302;R-HSA-6798082;R-HSA-6798081;R-HSA-6800001;R-HSA-6801166;R-HSA-6800396;R-HSA-6791306;R-HSA-6798615;R-HSA-6800279;R-HSA-6798611;R-HSA-5633441;R-HSA-5633314;R-HSA-6791327;R-HSA-6791323"
R-HSA-2299718,"Condensation of Prophase Chromosomes",1,44,0.0036330608537693005,0.3792318490183272,0.3792318490183272,7,10,6.459531038046638E-4,9606,Homo sapiens,"P42695","P42695","R-HSA-2429719;R-HSA-2288097;R-HSA-2294580;R-HSA-2294600;R-HSA-2172666;R-HSA-2294590;R-HSA-2294574"
R-HSA-69541,"Stabilization of p53",1,44,0.0036330608537693005,0.3792318490183272,0.3792318490183272,6,15,9.689296557069956E-4,9606,Homo sapiens,"P04637","P04637","R-HSA-5633460;R-HSA-6793685;R-HSA-69685;R-HSA-264435;R-HSA-6804879;R-HSA-5693609"
R-HSA-9660821,"ADORA2B mediated anti-inflammatory cytokines production",1,44,0.0036330608537693005,0.3792318490183272,0.3792318490183272,3,12,7.751437245655965E-4,9606,Homo sapiens,"P62879","P62879","R-HSA-9660819;R-HSA-9660824;R-HSA-9660828"
R-HSA-432040,"Vasopressin regulates renal water homeostasis via Aquaporins",1,44,0.0036330608537693005,0.3792318490183272,0.3792318490183272,3,15,9.689296557069956E-4,9606,Homo sapiens,"P62879","P62879","R-HSA-432195;R-HSA-422320;R-HSA-432188"
R-HSA-5675221,"Negative regulation of MAPK pathway",1,44,0.0036330608537693005,0.3792318490183272,0.3792318490183272,3,17,0.0010981202764679284,9606,Homo sapiens,"P31946","P31946","R-HSA-5675431;R-HSA-5675433;R-HSA-5675417"
R-HSA-9749641,"Aspirin ADME",1,44,0.0036330608537693005,0.3792318490183272,0.3792318490183272,2,15,9.689296557069956E-4,9606,Homo sapiens,"P02768","P02768","R-HSA-9749590;R-HSA-9750666"
R-HSA-975634,"Retinoid metabolism and transport",1,44,0.0036330608537693005,0.3792318490183272,0.3792318490183272,3,26,0.0016794780698921258,9606,Homo sapiens,"O75487","O75487","R-HSA-2404131;R-HSA-2423785;R-HSA-2429643"
R-HSA-194068,"Bile acid and bile salt metabolism",1,44,0.0036330608537693005,0.3792318490183272,0.3792318490183272,2,79,0.005103029520056844,9606,Homo sapiens,"P02768","P02768","R-HSA-9733960;R-HSA-9733545"
R-HSA-9007101,"Rab regulation of trafficking",2,123,0.010156056477582363,0.3845161106682935,0.3845161106682935,3,35,0.002260835863316323,9606,Homo sapiens,"P49815;P62258","P49815;P62258","R-HSA-8933452;R-HSA-8854302;R-HSA-8877612"
